Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),Temperature,RH
15/01/2026,14.00.00,-200.0,1370,13.8,1004,282,1583,136,33.3,23.2
15/01/2026,15.00.00,3.8,1356,18.5,1131,248,1580,99,20.8,24.7
15/01/2026,16.00.00,3.7,1339,14.9,999,310,1513,136,21.2,21.2
15/01/2026,17.00.00,3.2,1267,16.4,1086,299,1505,144,18.8,-200.0
15/01/2026,18.00.00,2.9,1250,12.9,941,256,1570,124,14.8,64.7
15/01/2026,19.00.00,3.4,1334,13.3,971,236,1648,108,19.3,30.4
15/01/2026,20.00.00,3.7,1314,16.0,1048,284,1533,135,23.1,-200.0
15/01/2026,21.00.00,6.0,1642,20.6,1210,494,1453,235,-200.0,37.3
15/01/2026,22.00.00,4.6,1466,14.4,984,387,1450,-200,33.1,67.8
15/01/2026,23.00.00,4.7,1488,19.2,1148,456,1429,212,30.9,67.9
16/01/2026,00.00.00,4.5,1506,17.9,1196,388,1507,181,31.7,66.5
16/01/2026,01.00.00,3.8,1361,19.0,1150,311,1592,146,19.0,51.5
16/01/2026,02.00.00,4.1,1417,13.5,943,330,1521,145,24.7,37.1
16/01/2026,03.00.00,4.5,-200,18.9,1185,346,1542,159,31.9,68.6
16/01/2026,04.00.00,2.2,1102,10.3,864,177,1667,111,16.8,31.2
16/01/2026,05.00.00,5.0,1595,20.7,1225,436,1441,204,33.9,37.4
16/01/2026,06.00.00,3.1,1244,14.6,1000,212,1589,101,17.5,31.0
16/01/2026,07.00.00,3.8,1413,13.8,976,322,1560,128,23.0,60.5
16/01/2026,08.00.00,3.5,1327,15.8,1048,278,1579,139,26.3,61.2
16/01/2026,09.00.00,5.6,1625,23.4,1342,531,1362,242,33.5,59.2
16/01/2026,10.00.00,3.2,1241,15.0,1019,268,1590,122,12.3,44.9
16/01/2026,11.00.00,5.0,1549,18.8,1181,413,1493,-200,27.4,26.0
16/01/2026,12.00.00,4.1,1488,14.2,995,288,1502,116,20.6,74.7
16/01/2026,13.00.00,3.1,1278,11.2,886,321,1521,161,13.1,50.5
16/01/2026,14.00.00,-200.0,1372,12.9,931,326,1500,146,28.3,44.4
16/01/2026,15.00.00,4.6,1467,17.2,1144,434,1416,196,21.6,55.3
16/01/2026,16.00.00,3.5,1346,13.4,970,272,1551,118,24.8,31.6
16/01/2026,17.00.00,2.8,1230,9.5,833,227,1663,96,14.7,28.0
16/01/2026,18.00.00,3.8,1368,15.2,1069,235,1625,129,19.4,44.3
16/01/2026,19.00.00,4.2,1449,14.6,1018,431,1411,188,23.5,33.6
16/01/2026,20.00.00,3.5,1271,13.9,996,299,1569,132,17.1,34.7
16/01/2026,21.00.00,2.4,1156,8.6,802,284,1590,163,11.0,73.6
16/01/2026,22.00.00,4.6,1451,18.1,1117,349,1506,169,33.8,51.8
16/01/2026,23.00.00,4.8,1521,20.0,1224,408,1422,176,20.3,49.0
17/01/2026,00.00.00,4.2,-200,15.9,1028,384,1449,181,27.0,61.4
17/01/2026,01.00.00,-200.0,1253,11.1,867,269,1522,111,17.3,77.1
17/01/2026,02.00.00,2.7,1166,9.5,818,200,1726,97,15.7,26.7
17/01/2026,03.00.00,3.3,1335,15.4,1045,244,1536,109,17.2,70.0
17/01/2026,04.00.00,3.3,1279,15.9,-200,249,1551,-200,17.3,55.0
17/01/2026,05.00.00,3.6,1325,13.5,934,-200,1460,206,21.3,28.8
17/01/2026,06.00.00,3.8,1419,15.0,1071,275,1507,113,21.3,37.8
17/01/2026,07.00.00,4.4,1473,14.1,-200,251,1553,139,19.9,48.9
17/01/2026,08.00.00,2.1,1055,8.1,772,170,1668,96,9.0,61.5
17/01/2026,09.00.00,3.5,1368,11.1,898,282,1583,-200,19.9,34.6
17/01/2026,10.00.00,2.2,1177,7.8,780,159,1689,74,10.1,52.1
17/01/2026,11.00.00,2.5,1225,12.3,922,171,1692,81,8.8,61.1
17/01/2026,12.00.00,4.5,1497,15.1,1035,347,1520,150,33.0,-200.0
17/01/2026,13.00.00,3.6,1300,12.4,942,218,1598,99,23.1,71.8
17/01/2026,14.00.00,3.2,1286,11.2,914,349,-200,141,24.8,72.2
17/01/2026,15.00.00,3.3,1245,9.7,840,273,1638,127,17.1,48.2
17/01/2026,16.00.00,4.9,1515,21.5,1259,401,1504,188,32.3,78.4
17/01/2026,17.00.00,4.8,1493,19.9,1193,440,1413,190,24.1,24.5
17/01/2026,18.00.00,4.5,1463,21.8,-200,499,1425,223,28.1,20.2
17/01/2026,19.00.00,2.9,1237,9.5,818,210,1654,115,16.1,42.8
17/01/2026,20.00.00,4.2,1417,13.3,948,351,1469,146,33.8,56.1
17/01/2026,21.00.00,3.9,1363,17.3,1096,348,1512,153,29.6,57.8
17/01/2026,22.00.00,3.9,1378,14.9,1018,348,1545,144,30.6,48.6
17/01/2026,23.00.00,3.5,1363,12.9,971,322,1589,135,10.2,27.5
18/01/2026,00.00.00,3.0,1308,14.8,1010,282,1548,147,13.1,30.2
18/01/2026,01.00.00,2.6,1171,10.6,864,185,1594,89,13.6,71.1
18/01/2026,02.00.00,2.3,1160,11.1,884,246,1623,123,13.1,72.1
18/01/2026,03.00.00,4.1,1395,15.3,1035,325,1530,152,30.7,60.4
18/01/2026,04.00.00,-200.0,1092,5.7,734,157,1684,90,6.0,59.9
18/01/2026,05.00.00,2.9,1219,10.8,871,262,1598,126,7.3,55.9
18/01/2026,06.00.00,2.8,1200,12.6,951,189,1655,97,13.2,32.2
18/01/2026,07.00.00,1.9,1141,7.6,773,172,-200,74,11.0,45.7
18/01/2026,08.00.00,3.9,1337,16.3,1073,339,1565,156,12.0,61.8
18/01/2026,09.00.00,3.8,1300,-200.0,834,211,1597,105,28.9,52.2
18/01/2026,10.00.00,3.4,1331,9.8,854,342,1537,147,21.9,21.1
18/01/2026,11.00.00,2.7,1190,6.4,685,173,1677,68,5.2,77.2
18/01/2026,12.00.00,3.5,1305,13.2,942,293,1558,140,17.9,-200.0
18/01/2026,13.00.00,3.0,1330,9.2,810,316,1579,-200,17.2,35.6
18/01/2026,14.00.00,1.7,-200,10.3,855,171,1645,71,8.4,57.0
18/01/2026,15.00.00,3.5,1330,14.1,996,336,1623,153,25.3,75.4
18/01/2026,16.00.00,3.7,1327,15.0,1054,348,1531,137,26.1,25.8
18/01/2026,17.00.00,4.2,1438,14.5,1020,309,1603,150,26.6,50.2
18/01/2026,18.00.00,4.3,1390,14.9,1024,291,1603,148,26.9,47.4
18/01/2026,19.00.00,1.9,1073,10.8,871,175,1717,89,5.0,44.6
18/01/2026,20.00.00,4.8,1525,22.9,1296,423,1465,195,33.6,70.1
18/01/2026,21.00.00,3.9,1394,16.5,1055,369,1550,168,29.4,42.8
18/01/2026,22.00.00,4.9,1525,15.4,996,428,1516,181,32.1,23.8
18/01/2026,23.00.00,2.7,1182,9.9,821,190,1659,95,5.5,24.0
19/01/2026,00.00.00,4.7,1536,19.5,1206,422,1435,188,33.0,22.6
19/01/2026,01.00.00,4.3,1401,16.9,1077,242,1680,115,29.3,44.5
19/01/2026,02.00.00,4.6,1475,14.0,979,428,1458,195,30.1,-200.0
19/01/2026,03.00.00,2.8,1210,15.1,1047,183,1657,94,7.8,32.2
19/01/2026,04.00.00,3.8,1396,13.4,916,256,1606,120,27.2,58.8
19/01/2026,05.00.00,5.6,1627,19.7,1179,573,1310,243,33.8,61.2
19/01/2026,06.00.00,4.2,1450,16.9,1070,343,1540,162,25.4,35.3
19/01/2026,07.00.00,3.7,1369,17.3,1110,285,1586,138,22.1,56.0
19/01/2026,08.00.00,5.4,1561,22.8,1309,378,1497,173,33.4,61.1
19/01/2026,09.00.00,2.7,1209,8.3,803,241,1604,108,18.3,48.0
19/01/2026,10.00.00,4.1,1357,13.3,995,364,1500,154,23.0,40.2
19/01/2026,11.00.00,3.6,1357,10.2,868,274,1566,136,19.3,57.1
19/01/2026,12.00.00,4.3,1428,16.7,1091,239,1638,107,33.0,78.7
19/01/2026,13.00.00,2.5,1204,8.9,860,-200,1589,128,7.3,45.6
19/01/2026,14.00.00,3.6,1341,15.6,1004,277,1616,115,20.0,43.5
19/01/2026,15.00.00,4.0,1373,14.5,1052,302,1537,145,25.6,47.9
19/01/2026,16.00.00,4.8,1557,21.2,1276,383,1539,161,28.8,24.6
19/01/2026,17.00.00,3.5,1293,15.2,1028,237,1646,102,22.5,53.2
19/01/2026,18.00.00,4.9,1556,18.0,1116,453,1428,191,32.3,39.7
19/01/2026,19.00.00,-200.0,1528,19.8,1181,417,1440,191,33.3,27.3
19/01/2026,20.00.00,1.9,1072,10.2,851,175,1684,88,6.9,48.0
19/01/2026,21.00.00,3.5,1279,11.9,941,392,1423,171,17.1,20.2
19/01/2026,22.00.00,2.0,1132,7.4,711,122,1685,86,5.7,44.1
19/01/2026,23.00.00,2.3,1153,8.5,839,244,1616,123,14.9,26.3
20/01/2026,00.00.00,2.7,1183,10.1,854,106,1710,42,21.1,21.5
20/01/2026,01.00.00,5.1,-200,22.1,1297,442,1403,188,32.3,69.5
20/01/2026,02.00.00,3.9,1420,17.5,1087,427,1462,171,30.4,75.0
20/01/2026,03.00.00,2.5,1182,10.9,896,149,1641,75,8.8,-200.0
20/01/2026,04.00.00,2.3,1153,9.9,856,267,1597,137,7.8,52.4
20/01/2026,05.00.00,-200.0,1368,13.2,974,218,1610,110,22.7,36.7
20/01/2026,06.00.00,4.6,1532,19.0,1150,-200,1419,206,21.0,49.6
20/01/2026,07.00.00,2.9,1230,9.0,807,208,1601,99,13.0,46.2
20/01/2026,08.00.00,5.1,1521,25.3,1359,369,1536,-200,32.0,36.1
20/01/2026,09.00.00,4.9,1500,22.4,1299,367,1500,150,32.8,62.0
20/01/2026,10.00.00,3.1,1243,14.3,1027,249,1571,118,17.1,27.6
20/01/2026,11.00.00,4.7,1471,19.5,1187,365,1503,168,31.7,23.2
20/01/2026,12.00.00,3.9,1332,16.3,1018,308,1623,130,16.5,66.1
20/01/2026,13.00.00,4.8,1569,15.6,1074,-200,1496,170,27.1,60.0
20/01/2026,14.00.00,4.4,1476,15.1,1031,364,-200,185,19.3,49.9
20/01/2026,15.00.00,2.5,1156,7.6,715,199,1577,105,8.7,48.1
20/01/2026,16.00.00,4.3,1451,17.5,1078,326,1532,133,32.8,49.8
20/01/2026,17.00.00,3.1,1218,12.0,899,273,1542,122,18.6,46.2
20/01/2026,18.00.00,3.6,1376,16.1,1062,308,1533,143,27.0,43.6
20/01/2026,19.00.00,3.5,1264,12.0,900,295,1533,161,16.0,50.0
20/01/2026,20.00.00,1.8,1080,9.1,801,141,1739,-200,5.6,51.7
20/01/2026,21.00.00,0.8,861,1.5,569,27,1807,42,8.0,61.5
20/01/2026,22.00.00,4.7,1496,18.0,1155,381,1465,-200,19.9,62.7
20/01/2026,23.00.00,3.8,1405,16.9,1112,289,1550,126,25.7,42.7
21/01/2026,00.00.00,2.7,1158,11.9,-200,114,1723,82,15.0,44.8
21/01/2026,01.00.00,4.9,1534,17.2,1120,444,1481,206,25.9,42.4
21/01/2026,02.00.00,3.5,1343,16.1,1054,292,1608,150,26.0,52.2
21/01/2026,03.00.00,4.7,1516,18.9,1201,373,1527,186,26.1,47.2
21/01/2026,04.00.00,3.2,1280,8.5,801,281,-200,148,19.8,73.4
21/01/2026,05.00.00,4.1,1427,14.6,1037,289,1586,135,32.4,61.8
21/01/2026,06.00.00,4.3,1430,16.5,1087,414,1451,188,19.7,73.9
21/01/2026,07.00.00,3.8,1430,12.9,961,365,1475,168,18.5,62.5
21/01/2026,08.00.00,3.1,1210,14.9,1015,187,1608,104,11.0,78.3
21/01/2026,09.00.00,3.1,1301,11.7,933,217,1578,110,14.2,58.1
21/01/2026,10.00.00,2.4,1170,10.6,891,228,1645,113,6.3,77.8
21/01/2026,11.00.00,3.3,1311,13.6,968,275,1644,129,24.0,29.5
21/01/2026,12.00.00,-200.0,-200,12.6,933,223,1626,108,12.5,23.1
21/01/2026,13.00.00,2.4,1184,13.1,946,218,1699,-200,14.1,54.7
21/01/2026,14.00.00,3.6,1318,15.8,1070,196,1644,111,28.1,79.0
21/01/2026,15.00.00,3.2,1269,-200.0,1073,209,1657,94,14.8,45.1
21/01/2026,16.00.00,3.3,1252,14.6,1018,234,1549,114,12.3,-200.0
21/01/2026,17.00.00,2.3,1138,9.5,826,223,1654,113,10.1,51.3
21/01/2026,18.00.00,4.2,1442,17.5,1142,230,1591,128,28.2,58.9
21/01/2026,19.00.00,1.8,-200,2.0,541,155,1709,78,8.9,38.9
21/01/2026,20.00.00,3.4,1316,12.5,955,250,1651,112,18.6,62.9
21/01/2026,21.00.00,3.9,1332,15.3,1056,345,1536,173,20.2,78.5
21/01/2026,22.00.00,4.5,1452,18.7,1148,397,1500,184,25.6,73.8
21/01/2026,23.00.00,4.2,1406,16.6,1053,419,1470,183,24.0,37.5
22/01/2026,00.00.00,4.1,1379,17.2,1108,271,1609,139,-200.0,39.6
22/01/2026,01.00.00,1.8,1046,4.6,685,104,1792,43,6.3,42.3
22/01/2026,02.00.00,3.3,1293,10.0,885,265,1588,126,13.9,43.7
22/01/2026,03.00.00,3.2,1329,10.6,885,330,1542,155,13.4,26.0
22/01/2026,04.00.00,2.4,1124,12.6,927,210,1561,110,9.4,65.7
22/01/2026,05.00.00,2.7,1164,8.1,797,218,1643,99,13.7,41.9
22/01/2026,06.00.00,3.5,1309,12.5,947,342,-200,148,14.3,72.8
22/01/2026,07.00.00,3.4,1318,13.8,988,251,-200,136,20.7,75.6
22/01/2026,08.00.00,4.4,1491,14.3,982,408,1493,183,24.9,21.5
22/01/2026,09.00.00,3.1,1259,10.6,881,333,1469,155,16.4,79.3
22/01/2026,10.00.00,3.6,1302,15.9,1066,283,1592,126,26.6,62.6
22/01/2026,11.00.00,3.8,1335,14.4,1052,228,1628,102,15.1,51.2
22/01/2026,12.00.00,2.9,1245,15.1,1030,242,1635,111,13.7,43.4
22/01/2026,13.00.00,3.3,1320,-200.0,873,344,1500,169,21.2,51.1
22/01/2026,14.00.00,1.4,1061,4.8,696,135,1737,68,5.7,-200.0
22/01/2026,15.00.00,1.6,1004,5.5,694,59,1765,41,7.4,57.4
22/01/2026,16.00.00,3.1,1264,-200.0,954,309,1524,160,17.5,25.6
22/01/2026,17.00.00,5.8,1638,20.7,-200,503,1343,-200,33.3,57.3
22/01/2026,18.00.00,3.9,1354,14.3,998,360,1491,149,26.6,36.5
22/01/2026,19.00.00,3.0,1219,13.5,963,296,1598,117,7.6,21.1
22/01/2026,20.00.00,4.5,1461,17.4,1104,331,1553,145,30.4,53.2
22/01/2026,21.00.00,3.6,1314,12.3,890,341,1441,147,27.0,54.7
22/01/2026,22.00.00,3.6,1414,18.5,1185,255,1582,127,23.3,45.6
22/01/2026,23.00.00,3.8,1359,15.4,1032,247,1608,118,29.6,24.3
23/01/2026,00.00.00,2.8,1247,12.4,948,181,1731,91,17.1,73.6
23/01/2026,01.00.00,2.2,1113,10.4,869,212,1682,114,11.6,56.7
23/01/2026,02.00.00,2.6,1255,10.2,851,186,1644,-200,20.4,26.9
23/01/2026,03.00.00,4.4,1471,16.0,1036,426,1466,184,21.5,50.7
23/01/2026,04.00.00,3.7,1383,15.3,1017,353,1463,160,21.1,49.8
23/01/2026,05.00.00,3.4,1285,12.0,916,302,1453,151,22.0,23.6
23/01/2026,06.00.00,5.0,1573,20.6,1210,466,1412,206,33.5,56.4
23/01/2026,07.00.00,4.3,1453,16.8,1069,284,1613,138,32.1,68.5
23/01/2026,08.00.00,3.3,1282,15.2,1019,311,1558,141,-200.0,64.9
23/01/2026,09.00.00,5.9,1650,21.2,-200,499,1371,219,29.0,32.2
23/01/2026,10.00.00,4.9,1532,21.1,1257,330,1572,149,33.3,71.7
23/01/2026,11.00.00,2.0,1090,9.2,800,124,1772,67,8.0,40.6
23/01/2026,12.00.00,1.8,1100,6.8,722,138,1630,76,13.0,76.8
23/01/2026,13.00.00,2.7,1204,12.4,939,210,1630,118,19.9,24.3
23/01/2026,14.00.00,5.4,1547,22.3,1277,427,1437,195,30.4,49.2
23/01/2026,15.00.00,4.3,1459,18.4,1137,310,1553,142,20.2,55.8
23/01/2026,16.00.00,4.6,-200,19.7,1208,-200,1427,203,27.4,34.9
23/01/2026,17.00.00,1.9,1029,7.5,768,87,1842,57,9.2,66.3
23/01/2026,18.00.00,3.5,1381,12.9,918,221,1619,114,12.6,57.6
23/01/2026,19.00.00,4.4,1505,16.5,1060,306,1567,139,27.0,21.1
23/01/2026,20.00.00,2.8,1204,10.9,847,194,1652,103,9.9,56.5
23/01/2026,21.00.00,3.3,1258,14.8,1014,227,1569,116,15.5,49.5
23/01/2026,22.00.00,2.0,1138,9.4,803,247,1610,-200,12.9,31.8
23/01/2026,23.00.00,2.5,1126,11.8,878,163,1611,81,15.5,79.7
24/01/2026,00.00.00,3.9,1360,17.7,1078,304,1629,140,26.2,73.8
24/01/2026,01.00.00,3.4,1274,13.3,1004,211,1667,101,16.0,37.6
24/01/2026,02.00.00,3.0,1247,15.8,1027,215,1605,96,21.7,-200.0
24/01/2026,03.00.00,2.2,1176,8.6,796,207,1628,78,8.0,39.0
24/01/2026,04.00.00,4.3,1460,16.3,1072,380,1537,182,29.2,66.5
24/01/2026,05.00.00,3.5,1356,14.7,1017,330,1547,130,16.1,75.8
24/01/2026,06.00.00,4.3,1432,18.1,1146,293,1500,-200,24.5,41.5
24/01/2026,07.00.00,3.7,1354,13.2,961,260,-200,122,26.8,68.3
24/01/2026,08.00.00,3.4,1266,13.1,949,309,1596,137,11.3,49.9
24/01/2026,09.00.00,4.1,1408,15.4,1043,325,1447,134,31.5,43.8
24/01/2026,10.00.00,4.4,-200,17.9,1129,349,1527,143,23.5,-200.0
24/01/2026,11.00.00,3.0,1247,13.6,978,270,1550,119,17.9,50.6
24/01/2026,12.00.00,2.6,1187,10.0,862,260,1643,126,10.5,48.0
24/01/2026,13.00.00,4.9,1532,20.9,1219,360,1494,178,33.3,-200.0
24/01/2026,14.00.00,4.4,1518,14.7,1010,344,1503,142,27.7,35.7
24/01/2026,15.00.00,3.0,1297,13.6,950,231,1648,116,11.2,39.5
24/01/2026,16.00.00,3.2,1324,11.9,913,-200,1597,85,15.1,75.9
24/01/2026,17.00.00,4.8,1577,18.3,1129,401,1483,-200,29.3,60.7
24/01/2026,18.00.00,4.3,1490,18.1,1154,319,1556,152,25.9,69.6
24/01/2026,19.00.00,3.7,1349,15.6,1016,293,1558,127,28.0,36.3
24/01/2026,20.00.00,3.5,1315,13.6,967,309,1501,159,18.2,52.6
24/01/2026,21.00.00,3.9,1387,13.7,969,323,1507,157,26.5,78.3
24/01/2026,22.00.00,2.6,1184,9.5,845,164,1664,91,16.6,39.1
24/01/2026,23.00.00,2.5,1142,10.1,830,209,1557,98,11.3,29.6
25/01/2026,00.00.00,4.0,1407,16.9,1093,326,1543,142,24.0,50.7
25/01/2026,01.00.00,5.1,1511,18.6,1151,376,1489,166,34.3,43.3
25/01/2026,02.00.00,3.5,1323,12.6,958,234,1636,116,14.3,29.6
25/01/2026,03.00.00,4.0,1376,16.7,1066,331,1561,155,18.8,73.3
25/01/2026,04.00.00,4.2,1426,16.6,1055,265,1543,118,25.2,79.4
25/01/2026,05.00.00,3.9,1388,15.8,1063,257,1573,116,21.2,54.1
25/01/2026,06.00.00,4.6,1476,13.1,930,302,1521,125,30.3,66.5
25/01/2026,07.00.00,4.7,1451,18.1,1123,313,1529,168,27.9,71.5
25/01/2026,08.00.00,2.4,1127,11.4,894,170,1654,79,6.7,62.1
25/01/2026,09.00.00,-200.0,1559,-200.0,1165,451,1484,183,35.0,22.6
25/01/2026,10.00.00,5.3,1583,22.3,1250,458,1410,178,27.6,29.5
25/01/2026,11.00.00,4.3,1465,14.9,1014,402,1514,174,30.9,24.3
25/01/2026,12.00.00,4.7,1502,15.6,1046,344,1535,162,24.5,20.6
25/01/2026,13.00.00,3.9,1378,16.4,1057,211,1687,103,30.7,38.4
25/01/2026,14.00.00,2.7,1222,-200.0,873,190,1634,94,8.4,43.5
25/01/2026,15.00.00,3.8,1344,14.4,1021,357,1482,170,15.4,34.5
25/01/2026,16.00.00,3.7,1363,16.4,1064,274,1586,136,31.3,23.9
25/01/2026,17.00.00,2.7,1189,10.1,845,213,1565,96,11.0,51.8
25/01/2026,18.00.00,2.6,1265,9.1,836,197,1649,101,-200.0,36.4
25/01/2026,19.00.00,4.5,1440,16.5,1072,394,1507,178,28.6,67.8
25/01/2026,20.00.00,4.7,1494,16.9,1117,417,1510,181,30.1,20.5
25/01/2026,21.00.00,-200.0,-200,11.2,858,127,-200,85,9.9,70.6
25/01/2026,22.00.00,4.0,1362,15.4,1035,200,1634,92,30.6,77.3
25/01/2026,23.00.00,5.2,1608,23.3,1330,452,1516,195,25.6,63.0
26/01/2026,00.00.00,3.3,1283,7.3,742,254,1596,117,20.6,64.0
26/01/2026,01.00.00,4.7,1435,20.7,1219,409,1430,193,29.9,76.0
26/01/2026,02.00.00,2.9,1261,12.5,961,221,1622,119,17.6,32.5
26/01/2026,03.00.00,1.4,998,5.6,680,142,-200,90,10.8,79.7
26/01/2026,04.00.00,2.4,1156,7.0,754,-200,1603,102,13.5,66.4
26/01/2026,05.00.00,2.8,1239,7.8,790,187,1660,94,20.2,63.6
26/01/2026,06.00.00,4.1,1410,18.1,1134,311,1498,154,20.9,41.7
26/01/2026,07.00.00,4.1,1406,16.9,1094,321,1519,152,29.2,52.7
26/01/2026,08.00.00,4.1,1491,16.9,1072,360,1465,163,28.7,59.2
26/01/2026,09.00.00,3.2,1217,12.6,957,248,1607,115,22.4,57.2
26/01/2026,10.00.00,4.4,1420,19.3,1149,298,1533,-200,28.4,62.3
26/01/2026,11.00.00,2.2,1100,7.7,777,261,1613,119,10.8,24.9
26/01/2026,12.00.00,2.6,1251,9.9,837,227,1636,115,6.5,41.3
26/01/2026,13.00.00,-200.0,1496,18.7,1148,450,1388,-200,31.2,-200.0
26/01/2026,14.00.00,1.9,1098,7.3,753,101,1756,65,7.3,35.6
26/01/2026,15.00.00,3.2,1261,15.3,1047,241,1601,121,12.4,30.4
26/01/2026,16.00.00,4.1,1432,13.9,1016,337,1482,155,25.9,28.3
26/01/2026,17.00.00,3.2,1285,9.0,819,292,1581,-200,17.3,42.0
26/01/2026,18.00.00,3.9,1392,12.7,929,217,1696,98,31.3,49.6
26/01/2026,19.00.00,2.9,1267,12.8,919,136,1684,73,13.9,23.8
26/01/2026,20.00.00,2.2,1143,8.6,824,143,1620,80,5.4,76.8
26/01/2026,21.00.00,3.6,1313,11.1,891,313,1587,131,-200.0,65.9
26/01/2026,22.00.00,3.4,1313,13.6,973,235,1675,96,22.3,63.9
26/01/2026,23.00.00,4.3,1513,16.4,1076,335,1489,153,16.3,30.4
27/01/2026,00.00.00,3.9,1399,16.7,1098,313,1518,136,21.0,56.2
27/01/2026,01.00.00,3.9,1385,17.1,1089,268,1587,137,31.3,-200.0
27/01/2026,02.00.00,4.3,1406,22.3,1267,418,1388,200,32.4,78.9
27/01/2026,03.00.00,3.5,1348,11.7,882,241,1691,106,13.0,64.9
27/01/2026,04.00.00,4.0,1427,12.3,909,217,1624,90,18.9,54.5
27/01/2026,05.00.00,3.7,1358,15.8,1046,243,1607,123,21.5,71.0
27/01/2026,06.00.00,4.9,1542,21.7,-200,352,1533,163,33.5,29.3
27/01/2026,07.00.00,4.4,1547,15.1,1018,362,1500,169,35.0,20.9
27/01/2026,08.00.00,3.4,1331,10.9,887,-200,1555,140,12.1,61.4
27/01/2026,09.00.00,3.7,1390,15.4,1063,-200,1503,146,26.8,25.9
27/01/2026,10.00.00,3.6,1335,17.7,1126,378,1450,169,16.3,-200.0
27/01/2026,11.00.00,2.7,1201,9.0,856,217,1642,115,5.2,64.7
27/01/2026,12.00.00,2.1,1127,8.4,795,206,1689,107,5.3,36.2
27/01/2026,13.00.00,3.9,1376,11.7,905,287,1608,155,18.8,57.7
27/01/2026,14.00.00,4.4,1457,17.2,1093,366,1496,169,19.7,75.0
27/01/2026,15.00.00,2.2,1144,8.6,840,159,1665,86,5.7,39.0
27/01/2026,16.00.00,4.0,1381,18.8,1183,310,1616,153,25.6,33.0
27/01/2026,17.00.00,2.8,1234,10.0,820,236,1579,135,-200.0,26.4
27/01/2026,18.00.00,3.3,1299,14.6,1053,314,1482,153,21.8,27.8
27/01/2026,19.00.00,2.5,1207,8.5,809,199,1651,97,14.0,23.7
27/01/2026,20.00.00,2.7,1190,11.1,890,215,1662,99,10.0,25.3
27/01/2026,21.00.00,3.1,1211,16.7,1095,267,1487,128,17.2,45.9
27/01/2026,22.00.00,2.9,1220,15.0,1007,273,1598,118,12.0,39.3
27/01/2026,23.00.00,2.9,1241,15.4,1041,158,1628,90,21.0,-200.0
28/01/2026,00.00.00,2.6,1211,11.0,879,216,1570,109,11.0,72.2
28/01/2026,01.00.00,4.0,1385,15.7,1044,257,1583,128,20.3,67.1
28/01/2026,02.00.00,1.9,1103,8.2,807,218,1579,90,9.7,51.8
28/01/2026,03.00.00,4.0,1437,17.0,1090,339,1458,169,25.1,26.1
28/01/2026,04.00.00,3.3,1323,14.1,996,328,1542,140,27.6,62.6
28/01/2026,05.00.00,1.7,1028,5.3,692,51,1757,28,8.3,41.8
28/01/2026,06.00.00,3.8,1351,13.7,999,296,1494,118,19.0,25.1
28/01/2026,07.00.00,2.1,1122,7.0,772,208,1577,97,7.1,70.5
28/01/2026,08.00.00,4.7,1555,21.0,1234,447,1461,200,22.9,40.3
28/01/2026,09.00.00,3.0,1252,14.4,996,258,1615,122,12.9,33.1
28/01/2026,10.00.00,3.8,1372,21.8,1300,286,1465,142,20.8,72.3
28/01/2026,11.00.00,3.0,1211,12.9,900,228,1567,124,20.5,74.1
28/01/2026,12.00.00,4.6,-200,16.7,-200,314,1545,159,32.7,40.3
28/01/2026,13.00.00,3.3,1271,12.2,923,336,1548,152,21.5,41.3
28/01/2026,14.00.00,3.2,1283,12.6,951,290,1585,-200,22.5,54.8
28/01/2026,15.00.00,3.5,1285,17.2,1101,274,1605,128,17.0,64.0
28/01/2026,16.00.00,-200.0,1582,22.6,1316,450,1412,196,33.5,23.8
28/01/2026,17.00.00,4.5,1449,15.4,1048,357,1522,183,28.3,55.6
28/01/2026,18.00.00,2.4,1195,9.7,-200,180,1640,95,13.6,77.2
28/01/2026,19.00.00,4.7,1479,15.8,-200,338,1507,160,30.3,35.7
28/01/2026,20.00.00,2.3,1134,10.5,865,150,1619,87,18.0,74.5
28/01/2026,21.00.00,5.1,1581,19.2,1183,431,1467,204,29.9,77.0
28/01/2026,22.00.00,3.8,1359,14.1,1018,358,1448,161,29.7,36.1
28/01/2026,23.00.00,2.0,1172,4.3,636,144,1638,83,10.7,-200.0
29/01/2026,00.00.00,4.2,1452,18.2,1091,293,1593,143,26.0,34.3
29/01/2026,01.00.00,3.0,1247,14.3,1010,286,1565,119,13.7,64.3
29/01/2026,02.00.00,2.9,1239,10.0,852,232,1656,108,13.9,67.8
29/01/2026,03.00.00,2.3,1079,9.0,818,75,1726,48,13.9,34.8
29/01/2026,04.00.00,4.7,1548,18.0,1108,344,1502,168,26.8,63.0
29/01/2026,05.00.00,1.8,1092,6.9,767,171,1709,123,11.9,68.7
29/01/2026,06.00.00,1.3,987,3.4,603,61,1735,40,5.0,41.5
29/01/2026,07.00.00,4.1,1431,14.2,1002,330,1547,147,26.5,30.1
29/01/2026,08.00.00,1.9,1103,10.3,865,88,1723,60,10.1,25.5
29/01/2026,09.00.00,2.9,1226,6.4,736,213,1634,-200,-200.0,54.5
29/01/2026,10.00.00,2.1,1130,9.5,818,116,1699,48,12.1,78.7
